"lek.song.type","lek","segment","obs1","obs2"
"HC1-K2","HC1",14,"d","d"
"HC1-K2","HC1",15,"p","d"
"HC1-K2","HC1",16,"p","p"
"HC1-K2","HC1",17,"p","p"
"HC1-K2","HC1",18,"p","p"
"HC1-K2","HC1",19,"p","p"
"HC1-K2","HC1",20,"p","p"
"HC1-K2","HC1",1,"p","p"
"HC1-K2","HC1",2,"p","p"
"HC1-K2","HC1",3,"p","p"
"HC1-K2","HC1",4,"p","p"
"HC1-K2","HC1",5,"p","p"
"HC1-K2","HC1",6,"p","p"
"HC1-K2","HC1",7,"p","p"
"HC1-K2","HC1",8,"p","p"
"HC1-K2","HC1",9,"f","f"
"HC1-K2","HC1",10,"f","f"
"HC1-K2","HC1",11,"f","f"
"HC1-K2","HC1",12,"f","f"
"HC1-K2","HC1",13,"d","d"
"HC1-K2","HC1",14,"d","d"
"HC1-K2","HC1",15,"p","p"
"HC1-K2","HC1",16,"p","p"
"HC1-K2","HC1",17,"p","p"
"HC1-K2","HC1",18,"p","p"
"HC1-K2","HC1",19,"p","p"
"HC1-K2","HC1",20,"p","p"
"HC2-B2","HC2",1,"p","p"
"HC2-B2","HC2",2,"p","p"
"HC2-B2","HC2",3,"p","p"
"HC2-B2","HC2",4,"p","p"
"HC2-B2","HC2",5,"p","p"
"HC2-B2","HC2",6,"p","p"
"HC2-B2","HC2",7,"p","p"
"HC2-B2","HC2",8,"u","u"
"HC2-B2","HC2",9,"u","u"
"HC2-B2","HC2",10,"d","d"
"HC2-B2","HC2",11,"d","d"
"HC2-B2","HC2",12,"d","d"
"HC2-B2","HC2",13,"p","p"
"HC2-B2","HC2",14,"f","f"
"HC2-B2","HC2",15,"f","f"
"HC2-B2","HC2",16,"f","f"
"HC2-B2","HC2",17,"f","f"
"HC2-B2","HC2",18,"f","f"
"HC2-B2","HC2",19,"f","f"
"HC2-B2","HC2",20,"f","f"
"HC2-D1","HC2",1,"p","p"
"HC2-D1","HC2",2,"p","p"
"HC2-D1","HC2",3,"p","p"
"HC2-D1","HC2",4,"m","m"
"HC2-D1","HC2",5,"m","m"
"HC2-D1","HC2",6,"m","m"
"HC2-D1","HC2",7,"m","m"
"HC2-D1","HC2",8,"m","m"
"HC2-D1","HC2",9,"m","m"
"HC2-D1","HC2",10,"m","m"
"HC2-D1","HC2",11,"m","m"
"HC2-D1","HC2",12,"m","m"
"HC2-D1","HC2",13,"m","m"
"HC2-D1","HC2",14,"f","f"
"HC2-D1","HC2",15,"f","f"
"HC2-D1","HC2",16,"f","f"
"HC2-D1","HC2",17,"f","f"
"HC2-D1","HC2",18,"f","f"
"HC2-D1","HC2",19,"f","f"
"HC2-D1","HC2",20,"f","f"
"HC2-D1","HC2",1,"p","p"
"HC2-D1","HC2",2,"p","p"
"HC2-D1","HC2",3,"p","p"
"HC2-D1","HC2",4,"m","m"
"HC2-D1","HC2",5,"m","m"
"HC2-D1","HC2",6,"m","m"
"HC2-D1","HC2",7,"m","m"
"HC2-D1","HC2",8,"m","m"
"HC2-D1","HC2",9,"m","m"
"HC2-D1","HC2",10,"m","m"
"HC2-D1","HC2",11,"m","m"
"HC2-D1","HC2",12,"m","m"
"HC2-D1","HC2",13,"m","m"
"HC2-D1","HC2",14,"f","f"
"HC2-D1","HC2",15,"f","f"
"HC2-D1","HC2",16,"f","f"
"HC2-D1","HC2",17,"f","f"
"HC2-D1","HC2",18,"f","f"
"HC2-D1","HC2",19,"f","f"
"HC2-D1","HC2",20,"f","f"
"HC2-D1","HC2",1,"p","p"
"HC2-D1","HC2",2,"p","p"
"HC2-D1","HC2",3,"p","p"
"HC2-D1","HC2",4,"m","m"
"HC2-D1","HC2",5,"m","m"
"HC2-D1","HC2",6,"m","m"
"HC2-D1","HC2",7,"m","m"
"HC2-D1","HC2",8,"m","m"
"HC2-D1","HC2",9,"m","m"
"HC2-D1","HC2",10,"m","m"
"HC2-D1","HC2",11,"m","m"
"HC2-D1","HC2",12,"m","m"
"HC2-D1","HC2",13,"m","m"
"HC2-D1","HC2",14,"f","f"
"HC2-D1","HC2",15,"f","f"
"HC2-D1","HC2",16,"f","f"
"HC2-D1","HC2",17,"f","f"
"HC2-D1","HC2",18,"f","f"
"HC2-D1","HC2",19,"f","f"
"HC2-D1","HC2",20,"f","f"
"HC2-D1","HC2",1,"p","p"
"HC2-D1","HC2",2,"p","p"
"HC2-D1","HC2",3,"p","p"
"HC2-D1","HC2",4,"m","m"
"HC2-D1","HC2",5,"m","m"
"HC2-D1","HC2",6,"m","m"
"HC2-D1","HC2",7,"m","m"
"HC2-D1","HC2",8,"m","m"
"HC2-D1","HC2",9,"m","m"
"HC2-D1","HC2",10,"m","m"
"HC2-D1","HC2",11,"m","m"
"HC2-D1","HC2",12,"m","m"
"HC2-D1","HC2",13,"m","m"
"HC2-D1","HC2",14,"f","f"
"HC2-D1","HC2",15,"f","f"
"HC2-D1","HC2",16,"f","f"
"HC2-D1","HC2",17,"f","f"
"HC2-D1","HC2",18,"f","f"
"HC2-D1","HC2",19,"f","f"
"HC2-D1","HC2",20,"f","f"
"HC2-D2","HC2",1,"p","p"
"HC2-D2","HC2",2,"p","p"
"HC2-D2","HC2",3,"p","p"
"HC2-D2","HC2",4,"m","m"
"HC2-D2","HC2",5,"m","m"
"HC2-D2","HC2",6,"m","m"
"HC2-D2","HC2",7,"m","m"
"HC2-D2","HC2",8,"m","m"
"HC2-D2","HC2",9,"m","m"
"HC2-D2","HC2",10,"m","m"
"HC2-D2","HC2",11,"m","m"
"HC2-D2","HC2",12,"m","m"
"HC2-D2","HC2",13,"m","m"
"HC2-D2","HC2",14,"m","m"
"HC2-D2","HC2",15,"f","f"
"HC2-D2","HC2",16,"f","f"
"HC2-D2","HC2",17,"f","f"
"HC2-D2","HC2",18,"f","f"
"HC2-D2","HC2",19,"f","f"
"HC2-D2","HC2",20,"f","f"
"HC2-D2","HC2",1,"p","p"
"HC2-D2","HC2",2,"p","p"
"HC2-D2","HC2",3,"p","p"
"HC2-D2","HC2",4,"m","m"
"HC2-D2","HC2",5,"m","m"
"HC2-D2","HC2",6,"m","m"
"HC2-D2","HC2",7,"m","m"
"HC2-D2","HC2",8,"m","m"
"HC2-D2","HC2",9,"m","m"
"HC2-D2","HC2",10,"m","m"
"HC2-D2","HC2",11,"m","m"
"HC2-D2","HC2",12,"m","m"
"HC2-D2","HC2",13,"m","m"
"HC2-D2","HC2",14,"m","m"
"HC2-D2","HC2",15,"f","f"
"HC2-D2","HC2",16,"f","f"
"HC2-D2","HC2",17,"f","f"
"HC2-D2","HC2",18,"f","f"
"HC2-D2","HC2",19,"f","f"
"HC2-D2","HC2",20,"f","f"
"HC2-D2","HC2",1,"p","p"
"HC2-D2","HC2",2,"p","p"
"HC2-D2","HC2",3,"p","u"
"HC2-D2","HC2",4,"m","s"
"HC2-D2","HC2",5,"m","s"
"HC2-D2","HC2",6,"m","s"
"HC2-D2","HC2",7,"m","s"
"HC2-D2","HC2",8,"m","s"
"HC2-D2","HC2",9,"m","s"
"HC2-D2","HC2",10,"m","s"
"HC2-D2","HC2",11,"m","s"
"HC2-D2","HC2",12,"m","s"
"HC2-D2","HC2",13,"m","s"
"HC2-D2","HC2",14,"m","s"
"HC2-D2","HC2",15,"f","f"
"HC2-D2","HC2",16,"f","f"
"HC2-D2","HC2",17,"f","f"
"HC2-D2","HC2",18,"f","f"
"HC2-D2","HC2",19,"f","f"
"HC2-D2","HC2",20,"f","f"
"HC2-D2","HC2",1,"p","d"
"HC2-D2","HC2",2,"p","p"
"HC2-D2","HC2",3,"p","u"
"HC2-D2","HC2",4,"m","s"
"HC2-D2","HC2",5,"m","s"
"HC2-D2","HC2",6,"m","s"
"HC2-D2","HC2",7,"m","s"
"HC2-D2","HC2",8,"m","s"
"HC2-D2","HC2",9,"m","s"
"HC2-D2","HC2",10,"m","s"
"HC2-D2","HC2",11,"m","s"
"HC2-D2","HC2",12,"m","s"
"HC2-D2","HC2",13,"m","s"
"HC2-D2","HC2",14,"m","s"
"HC2-D2","HC2",15,"f","s"
"HC2-D2","HC2",16,"f","f"
"HC2-D2","HC2",17,"f","f"
"HC2-D2","HC2",18,"f","f"
"HC2-D2","HC2",19,"f","f"
"HC2-D2","HC2",20,"f","f"
"HC2-G1","HC2",1,"f","f"
"HC2-G1","HC2",2,"f","f"
"HC2-G1","HC2",3,"f","f"
"HC2-G1","HC2",4,"f","f"
"HC2-G1","HC2",5,"f","f"
"HC2-G1","HC2",6,"f","f"
"HC2-G1","HC2",7,"f","f"
"HC2-G1","HC2",8,"f","f"
"HC2-G1","HC2",9,"u","u"
"HC2-G1","HC2",10,"u","u"
"HC2-G1","HC2",11,"u","u"
"HC2-G1","HC2",12,"u","u"
"HC2-G1","HC2",13,"u","u"
"HC2-G1","HC2",14,"u","u"
"HC2-G1","HC2",15,"u","u"
"HC2-G1","HC2",16,"u","u"
"HC2-G1","HC2",17,"u","u"
"HC2-G1","HC2",18,"u","u"
"HC2-G1","HC2",19,"u","u"
"HC2-G1","HC2",20,"u","u"
"HC2-G1","HC2",1,"f","s"
"HC2-G1","HC2",2,"f","s"
"HC2-G1","HC2",3,"f","s"
"HC2-G1","HC2",4,"f","s"
"HC2-G1","HC2",5,"f","f"
"HC2-G1","HC2",6,"f","f"
"HC2-G1","HC2",7,"f","d"
"HC2-G1","HC2",8,"u","d"
"HC2-G1","HC2",9,"u","u"
"HC2-G1","HC2",10,"u","u"
"HC2-G1","HC2",11,"u","u"
"HC2-G1","HC2",12,"u","u"
"HC2-G1","HC2",13,"u","u"
"HC2-G1","HC2",14,"u","u"
"HC2-G1","HC2",15,"u","u"
"HC2-G1","HC2",16,"u","p"
"HC2-G1","HC2",17,"u","u"
"HC2-G1","HC2",18,"u","u"
"HC2-G1","HC2",19,"u","u"
"HC2-G1","HC2",20,"u","p"
"HC2-G1","HC2",1,"f","f"
"HC2-G1","HC2",2,"f","f"
"HC2-G1","HC2",3,"f","f"
"HC2-G1","HC2",4,"f","f"
"HC2-G1","HC2",5,"f","f"
"HC2-G1","HC2",6,"f","f"
"HC2-G1","HC2",7,"f","f"
"HC2-G1","HC2",8,"u","u"
"HC2-G1","HC2",9,"u","u"
"HC2-G1","HC2",10,"u","u"
"HC2-G1","HC2",11,"u","u"
"HC2-G1","HC2",12,"u","u"
"HC2-G1","HC2",13,"u","u"
"HC2-G1","HC2",14,"u","u"
"HC2-G1","HC2",15,"u","u"
"HC2-G1","HC2",16,"u","u"
"HC2-G1","HC2",17,"u","u"
"HC2-G1","HC2",18,"u","u"
"HC2-G1","HC2",19,"u","u"
"HC2-G1","HC2",20,"u","u"
"HC2-G1","HC2",1,"f","u"
"HC2-G1","HC2",2,"f","d"
"HC2-G1","HC2",3,"f","d"
"HC2-G1","HC2",4,"f","u"
"HC2-G1","HC2",5,"f","f"
"HC2-G1","HC2",6,"f","f"
"HC2-G1","HC2",7,"f","d"
"HC2-G1","HC2",8,"f","u"
"HC2-G1","HC2",9,"f","u"
"HC2-G1","HC2",10,"u","f"
"HC2-G1","HC2",11,"u","u"
"HC2-G1","HC2",12,"u","u"
"HC2-G1","HC2",13,"u","u"
"HC2-G1","HC2",14,"u","u"
"HC2-G1","HC2",15,"u","u"
"HC2-G1","HC2",16,"u","d"
"HC2-G1","HC2",17,"u","u"
"HC2-G1","HC2",18,"u","u"
"HC2-G1","HC2",19,"u","d"
"HC2-G1","HC2",20,"u","u"
"LOC-A1","LOC",1,"p","p"
"LOC-A1","LOC",2,"p","p"
"LOC-A1","LOC",3,"m","m"
"LOC-A1","LOC",4,"m","m"
"LOC-A1","LOC",5,"m","m"
"LOC-A1","LOC",6,"m","m"
"LOC-A1","LOC",7,"m","m"
"LOC-A1","LOC",8,"m","m"
"LOC-A1","LOC",9,"m","m"
"LOC-A1","LOC",10,"m","m"
"LOC-A1","LOC",11,"m","m"
"LOC-A1","LOC",12,"m","m"
"LOC-A1","LOC",13,"m","m"
"LOC-A1","LOC",14,"m","m"
"LOC-A1","LOC",15,"m","m"
"LOC-A1","LOC",16,"m","m"
"LOC-A1","LOC",17,"f","f"
"LOC-A1","LOC",18,"f","f"
"LOC-A1","LOC",19,"f","f"
"LOC-A1","LOC",20,"f","f"
"LOC-A1","LOC",1,"p","p"
"LOC-A1","LOC",2,"p","p"
"LOC-A1","LOC",3,"m","m"
"LOC-A1","LOC",4,"m","m"
"LOC-A1","LOC",5,"m","m"
"LOC-A1","LOC",6,"m","m"
"LOC-A1","LOC",7,"m","m"
"LOC-A1","LOC",8,"m","m"
"LOC-A1","LOC",9,"m","m"
"LOC-A1","LOC",10,"m","m"
"LOC-A1","LOC",11,"m","m"
"LOC-A1","LOC",12,"m","m"
"LOC-A1","LOC",13,"m","m"
"LOC-A1","LOC",14,"m","m"
"LOC-A1","LOC",15,"m","m"
"LOC-A1","LOC",16,"f","f"
"LOC-A1","LOC",17,"f","f"
"LOC-A1","LOC",18,"f","f"
"LOC-A1","LOC",19,"f","f"
"LOC-A1","LOC",20,"f","f"
"LOC-A1","LOC",1,"p","p"
"LOC-A1","LOC",2,"p","p"
"LOC-A1","LOC",3,"m","m"
"LOC-A1","LOC",4,"m","m"
"LOC-A1","LOC",5,"m","m"
"LOC-A1","LOC",6,"m","m"
"LOC-A1","LOC",7,"m","m"
"LOC-A1","LOC",8,"m","m"
"LOC-A1","LOC",9,"m","m"
"LOC-A1","LOC",10,"m","m"
"LOC-A1","LOC",11,"m","m"
"LOC-A1","LOC",12,"m","m"
"LOC-A1","LOC",13,"m","m"
"LOC-A1","LOC",14,"m","m"
"LOC-A1","LOC",15,"m","m"
"LOC-A1","LOC",16,"f","f"
"LOC-A1","LOC",17,"f","f"
"LOC-A1","LOC",18,"f","f"
"LOC-A1","LOC",19,"f","f"
"LOC-A1","LOC",20,"f","f"
"LOC-A1","LOC",1,"p","p"
"LOC-A1","LOC",2,"p","p"
"LOC-A1","LOC",3,"m","m"
"LOC-A1","LOC",4,"m","m"
"LOC-A1","LOC",5,"m","m"
"LOC-A1","LOC",6,"m","m"
"LOC-A1","LOC",7,"m","m"
"LOC-A1","LOC",8,"m","m"
"LOC-A1","LOC",9,"m","m"
"LOC-A1","LOC",10,"m","m"
"LOC-A1","LOC",11,"m","m"
"LOC-A1","LOC",12,"m","m"
"LOC-A1","LOC",13,"m","m"
"LOC-A1","LOC",14,"m","m"
"LOC-A1","LOC",15,"m","m"
"LOC-A1","LOC",16,"m","m"
"LOC-A1","LOC",17,"f","f"
"LOC-A1","LOC",18,"f","f"
"LOC-A1","LOC",19,"f","f"
"LOC-A1","LOC",20,"f","f"
"SAT-B2","SAT",1,"u","p"
"SAT-B2","SAT",2,"u","u"
"SAT-B2","SAT",3,"u","u"
"SAT-B2","SAT",4,"u","u"
"SAT-B2","SAT",5,"u","u"
"SAT-B2","SAT",6,"u","u"
"SAT-B2","SAT",7,"s","f"
"SAT-B2","SAT",8,"s","p"
"SAT-B2","SAT",9,"s","d"
"SAT-B2","SAT",10,"s","d"
"SAT-B2","SAT",11,"f","f"
"SAT-B2","SAT",12,"f","f"
"SAT-B2","SAT",13,"f","f"
"SAT-B2","SAT",14,"f","f"
"SAT-B2","SAT",15,"f","f"
"SAT-B2","SAT",16,"f","f"
"SAT-B2","SAT",17,"f","f"
"SAT-B2","SAT",18,"f","f"
"SAT-B2","SAT",19,"f","f"
"SAT-B2","SAT",20,"f","f"
"SAT-B2","SAT",1,"u","u"
"SAT-B2","SAT",2,"u","u"
"SAT-B2","SAT",3,"u","u"
"SAT-B2","SAT",4,"u","u"
"SAT-B2","SAT",5,"u","u"
"SAT-B2","SAT",6,"u","u"
"SAT-B2","SAT",7,"u","u"
"SAT-B2","SAT",8,"s","s"
"SAT-B2","SAT",9,"s","s"
"SAT-B2","SAT",10,"s","s"
"SAT-B2","SAT",11,"f","f"
"SAT-B2","SAT",12,"f","f"
"SAT-B2","SAT",13,"f","f"
"SAT-B2","SAT",14,"f","f"
"SAT-B2","SAT",15,"f","f"
"SAT-B2","SAT",16,"f","f"
"SAT-B2","SAT",17,"f","f"
"SAT-B2","SAT",18,"f","f"
"SAT-B2","SAT",19,"f","f"
"SAT-B2","SAT",20,"f","f"
"SAT-B2","SAT",1,"u","u"
"SAT-B2","SAT",2,"u","u"
"SAT-B2","SAT",3,"u","u"
"SAT-B2","SAT",4,"u","u"
"SAT-B2","SAT",5,"u","u"
"SAT-B2","SAT",6,"u","u"
"SAT-B2","SAT",7,"s","s"
"SAT-B2","SAT",8,"s","s"
"SAT-B2","SAT",9,"s","d"
"SAT-B2","SAT",10,"s","d"
"SAT-B2","SAT",11,"f","f"
"SAT-B2","SAT",12,"f","f"
"SAT-B2","SAT",13,"f","f"
"SAT-B2","SAT",14,"f","f"
"SAT-B2","SAT",15,"f","f"
"SAT-B2","SAT",16,"f","f"
"SAT-B2","SAT",17,"f","f"
"SAT-B2","SAT",18,"f","f"
"SAT-B2","SAT",19,"f","f"
"SAT-B2","SAT",20,"f","f"
"SAT-B2","SAT",1,"u","u"
"SAT-B2","SAT",2,"u","u"
"SAT-B2","SAT",3,"u","u"
"SAT-B2","SAT",4,"u","u"
"SAT-B2","SAT",5,"u","u"
"SAT-B2","SAT",6,"u","u"
"SAT-B2","SAT",7,"u","u"
"SAT-B2","SAT",8,"s","s"
"SAT-B2","SAT",9,"s","s"
"SAT-B2","SAT",10,"s","s"
"SAT-B2","SAT",11,"s","s"
"SAT-B2","SAT",12,"f","f"
"SAT-B2","SAT",13,"f","f"
"SAT-B2","SAT",14,"f","f"
"SAT-B2","SAT",15,"f","f"
"SAT-B2","SAT",16,"f","f"
"SAT-B2","SAT",17,"f","f"
"SAT-B2","SAT",18,"f","f"
"SAT-B2","SAT",19,"f","f"
"SAT-B2","SAT",20,"f","f"
"SAT-B1","SAT",1,"p","p"
"SAT-B1","SAT",2,"p","p"
"SAT-B1","SAT",3,"p","p"
"SAT-B1","SAT",4,"p","p"
"SAT-B1","SAT",5,"p","p"
"SAT-B1","SAT",6,"p","p"
"SAT-B1","SAT",7,"f","f"
"SAT-B1","SAT",8,"f","f"
"SAT-B1","SAT",9,"f","f"
"SAT-B1","SAT",10,"f","f"
"SAT-B1","SAT",11,"f","f"
"SAT-B1","SAT",12,"f","f"
"SAT-B1","SAT",13,"f","f"
"SAT-B1","SAT",14,"f","f"
"SAT-B1","SAT",15,"f","f"
"SAT-B1","SAT",16,"f","f"
"SAT-B1","SAT",17,"f","f"
"SAT-B1","SAT",18,"f","f"
"SAT-B1","SAT",19,"f","f"
"SAT-B1","SAT",20,"f","f"
"SAT-B1","SAT",1,"p","p"
"SAT-B1","SAT",2,"p","p"
"SAT-B1","SAT",3,"p","u"
"SAT-B1","SAT",4,"p","u"
"SAT-B1","SAT",5,"p","u"
"SAT-B1","SAT",6,"p","f"
"SAT-B1","SAT",7,"f","f"
"SAT-B1","SAT",8,"f","f"
"SAT-B1","SAT",9,"f","f"
"SAT-B1","SAT",10,"f","f"
"SAT-B1","SAT",11,"f","f"
"SAT-B1","SAT",12,"f","f"
"SAT-B1","SAT",13,"f","f"
"SAT-B1","SAT",14,"f","f"
"SAT-B1","SAT",15,"f","f"
"SAT-B1","SAT",16,"f","f"
"SAT-B1","SAT",17,"f","f"
"SAT-B1","SAT",18,"f","f"
"SAT-B1","SAT",19,"f","f"
"SAT-B1","SAT",20,"f","f"
"SAT-B1","SAT",1,"p","p"
"SAT-B1","SAT",2,"p","p"
"SAT-B1","SAT",3,"p","p"
"SAT-B1","SAT",4,"p","p"
"SAT-B1","SAT",5,"p","p"
"SAT-B1","SAT",6,"p","p"
"SAT-B1","SAT",7,"f","f"
"SAT-B1","SAT",8,"f","f"
"SAT-B1","SAT",9,"f","f"
"SAT-B1","SAT",10,"f","f"
"SAT-B1","SAT",11,"f","f"
"SAT-B1","SAT",12,"f","f"
"SAT-B1","SAT",13,"f","f"
"SAT-B1","SAT",14,"f","f"
"SAT-B1","SAT",15,"f","f"
"SAT-B1","SAT",16,"f","f"
"SAT-B1","SAT",17,"f","f"
"SAT-B1","SAT",18,"f","f"
"SAT-B1","SAT",19,"f","f"
"SAT-B1","SAT",20,"f","f"
"SAT-B1","SAT",1,"p","p"
"SAT-B1","SAT",2,"p","p"
"SAT-B1","SAT",3,"p","u"
"SAT-B1","SAT",4,"p","u"
"SAT-B1","SAT",5,"p","u"
"SAT-B1","SAT",6,"p","f"
"SAT-B1","SAT",7,"f","f"
"SAT-B1","SAT",8,"f","f"
"SAT-B1","SAT",9,"f","f"
"SAT-B1","SAT",10,"f","f"
"SAT-B1","SAT",11,"f","f"
"SAT-B1","SAT",12,"f","f"
"SAT-B1","SAT",13,"f","f"
"SAT-B1","SAT",14,"f","f"
"SAT-B1","SAT",15,"f","f"
"SAT-B1","SAT",16,"f","f"
"SAT-B1","SAT",17,"f","f"
"SAT-B1","SAT",18,"f","f"
"SAT-B1","SAT",19,"f","f"
"SAT-B1","SAT",20,"f","f"
"SIR-A1","SIR",1,"d","d"
"SIR-A1","SIR",2,"d","d"
"SIR-A1","SIR",3,"u","u"
"SIR-A1","SIR",4,"d","d"
"SIR-A1","SIR",5,"p","p"
"SIR-A1","SIR",6,"u","u"
"SIR-A1","SIR",7,"u","u"
"SIR-A1","SIR",8,"u","u"
"SIR-A1","SIR",9,"u","u"
"SIR-A1","SIR",10,"u","u"
"SIR-A1","SIR",11,"u","u"
"SIR-A1","SIR",12,"p","p"
"SIR-A1","SIR",13,"p","p"
"SIR-A1","SIR",14,"p","p"
"SIR-A1","SIR",15,"p","p"
"SIR-A1","SIR",16,"p","p"
"SIR-A1","SIR",17,"p","p"
"SIR-A1","SIR",18,"d","d"
"SIR-A1","SIR",19,"f","f"
"SIR-A1","SIR",20,"f","f"
"SUR-B1","SUR",1,"d","d"
"SUR-B1","SUR",2,"u","u"
"SUR-B1","SUR",3,"u","u"
"SUR-B1","SUR",4,"u","u"
"SUR-B1","SUR",5,"u","u"
"SUR-B1","SUR",6,"s","s"
"SUR-B1","SUR",7,"s","s"
"SUR-B1","SUR",8,"s","s"
"SUR-B1","SUR",9,"s","s"
"SUR-B1","SUR",10,"s","s"
"SUR-B1","SUR",11,"s","s"
"SUR-B1","SUR",12,"s","s"
"SUR-B1","SUR",13,"s","s"
"SUR-B1","SUR",14,"s","s"
"SUR-B1","SUR",15,"s","s"
"SUR-B1","SUR",16,"s","s"
"SUR-B1","SUR",17,"f","f"
"SUR-B1","SUR",18,"f","f"
"SUR-B1","SUR",19,"f","f"
"SUR-B1","SUR",20,"f","f"
"SUR-B1","SUR",1,"d","d"
"SUR-B1","SUR",2,"p","p"
"SUR-B1","SUR",3,"u","u"
"SUR-B1","SUR",4,"u","u"
"SUR-B1","SUR",5,"u","u"
"SUR-B1","SUR",6,"s","s"
"SUR-B1","SUR",7,"s","s"
"SUR-B1","SUR",8,"s","s"
"SUR-B1","SUR",9,"s","s"
"SUR-B1","SUR",10,"s","s"
"SUR-B1","SUR",11,"s","s"
"SUR-B1","SUR",12,"s","s"
"SUR-B1","SUR",13,"s","s"
"SUR-B1","SUR",14,"s","s"
"SUR-B1","SUR",15,"s","s"
"SUR-B1","SUR",16,"f","f"
"SUR-B1","SUR",17,"f","f"
"SUR-B1","SUR",18,"f","f"
"SUR-B1","SUR",19,"f","f"
"SUR-B1","SUR",20,"f","f"
"SUR-B1","SUR",1,"d","d"
"SUR-B1","SUR",2,"u","u"
"SUR-B1","SUR",3,"u","u"
"SUR-B1","SUR",4,"u","u"
"SUR-B1","SUR",5,"u","u"
"SUR-B1","SUR",6,"s","s"
"SUR-B1","SUR",7,"s","s"
"SUR-B1","SUR",8,"s","s"
"SUR-B1","SUR",9,"s","s"
"SUR-B1","SUR",10,"s","s"
"SUR-B1","SUR",11,"s","s"
"SUR-B1","SUR",12,"s","s"
"SUR-B1","SUR",13,"s","s"
"SUR-B1","SUR",14,"s","s"
"SUR-B1","SUR",15,"s","s"
"SUR-B1","SUR",16,"f","f"
"SUR-B1","SUR",17,"f","f"
"SUR-B1","SUR",18,"f","f"
"SUR-B1","SUR",19,"f","f"
"SUR-B1","SUR",20,"f","f"
"SUR-B1","SUR",1,"d","d"
"SUR-B1","SUR",2,"u","u"
"SUR-B1","SUR",3,"u","u"
"SUR-B1","SUR",4,"u","u"
"SUR-B1","SUR",5,"u","u"
"SUR-B1","SUR",6,"s","s"
"SUR-B1","SUR",7,"s","s"
"SUR-B1","SUR",8,"s","s"
"SUR-B1","SUR",9,"s","s"
"SUR-B1","SUR",10,"s","s"
"SUR-B1","SUR",11,"s","s"
"SUR-B1","SUR",12,"s","s"
"SUR-B1","SUR",13,"s","s"
"SUR-B1","SUR",14,"s","s"
"SUR-B1","SUR",15,"s","s"
"SUR-B1","SUR",16,"f","f"
"SUR-B1","SUR",17,"f","f"
"SUR-B1","SUR",18,"f","f"
"SUR-B1","SUR",19,"f","f"
"SUR-B1","SUR",20,"f","f"
"SUR-D2","SUR",1,"p","p"
"SUR-D2","SUR",2,"p","p"
"SUR-D2","SUR",3,"p","p"
"SUR-D2","SUR",4,"p","p"
"SUR-D2","SUR",5,"p","p"
"SUR-D2","SUR",6,"p","p"
"SUR-D2","SUR",7,"s","s"
"SUR-D2","SUR",8,"s","s"
"SUR-D2","SUR",9,"s","s"
"SUR-D2","SUR",10,"s","s"
"SUR-D2","SUR",11,"s","s"
"SUR-D2","SUR",12,"s","s"
"SUR-D2","SUR",13,"s","s"
"SUR-D2","SUR",14,"s","s"
"SUR-D2","SUR",15,"s","s"
"SUR-D2","SUR",16,"s","s"
"SUR-D2","SUR",17,"f","f"
"SUR-D2","SUR",18,"f","f"
"SUR-D2","SUR",19,"f","f"
"SUR-D2","SUR",20,"f","f"
"SUR-D2","SUR",1,"p","p"
"SUR-D2","SUR",2,"p","p"
"SUR-D2","SUR",3,"p","p"
"SUR-D2","SUR",4,"p","p"
"SUR-D2","SUR",5,"p","p"
"SUR-D2","SUR",6,"p","p"
"SUR-D2","SUR",7,"s","s"
"SUR-D2","SUR",8,"s","s"
"SUR-D2","SUR",9,"s","s"
"SUR-D2","SUR",10,"s","s"
"SUR-D2","SUR",11,"s","s"
"SUR-D2","SUR",12,"s","s"
"SUR-D2","SUR",13,"s","s"
"SUR-D2","SUR",14,"s","s"
"SUR-D2","SUR",15,"s","s"
"SUR-D2","SUR",16,"s","s"
"SUR-D2","SUR",17,"f","f"
"SUR-D2","SUR",18,"f","f"
"SUR-D2","SUR",19,"f","f"
"SUR-D2","SUR",20,"f","f"
"SUR-D2","SUR",1,"p","p"
"SUR-D2","SUR",2,"p","p"
"SUR-D2","SUR",3,"p","p"
"SUR-D2","SUR",4,"p","p"
"SUR-D2","SUR",5,"p","p"
"SUR-D2","SUR",6,"p","p"
"SUR-D2","SUR",7,"s","s"
"SUR-D2","SUR",8,"s","s"
"SUR-D2","SUR",9,"s","s"
"SUR-D2","SUR",10,"s","s"
"SUR-D2","SUR",11,"s","s"
"SUR-D2","SUR",12,"s","s"
"SUR-D2","SUR",13,"s","s"
"SUR-D2","SUR",14,"s","s"
"SUR-D2","SUR",15,"s","s"
"SUR-D2","SUR",16,"s","s"
"SUR-D2","SUR",17,"f","f"
"SUR-D2","SUR",18,"f","f"
"SUR-D2","SUR",19,"f","f"
"SUR-D2","SUR",20,"f","f"
"SUR-D2","SUR",1,"p","p"
"SUR-D2","SUR",2,"p","p"
"SUR-D2","SUR",3,"p","p"
"SUR-D2","SUR",4,"p","p"
"SUR-D2","SUR",5,"p","p"
"SUR-D2","SUR",6,"p","p"
"SUR-D2","SUR",7,"s","s"
"SUR-D2","SUR",8,"s","s"
"SUR-D2","SUR",9,"s","s"
"SUR-D2","SUR",10,"s","s"
"SUR-D2","SUR",11,"s","s"
